item_code|item_name|item_desc|join_life|joinlife_title|joinlife_desc|item_price
400012|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400013|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400014|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400015|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400016|CAMISETA PREMIUM QUALITY|"""Camiseta de cuello redondo y manga larga."""|True|JOIN LIFE Care for water: producido utilizando menos agua.|"""El uso de ciclos cerrados que permiten reutilizar el agua o de tecnologias como las maquinas de baja relacion de baño o el tintado en masa nos ayudan a reducir el consumo de agua en los procesos de tintado o lavado de las prendas. """|1595
400017|TOP CAPUCHA LIMITLESS CONTOUR COLLECTION|"""Top confeccionado con tejido que se adapta al contorno de tu cuerpo. Cuello subido con capucha y manga larga."""|True|JOIN LIFE Care for fiber: al menos 50% poliamida reciclada.|"""Esta fibra se obtiene a partir del residuo que se recupera de otras producciones de poliamida. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1595
400018|TOP LIMITLESS CONTOUR COLLECTION|"""Top corto confeccionado con tejido que se adapta al contorno de tu cuerpo. Cuello redondo y manga larga."""|True|JOIN LIFE Care for fiber: al menos 50% poliamida reciclada.|"""Esta fibra se obtiene a partir del residuo que se recupera de otras producciones de poliamida. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1295
400019|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400020|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400021|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400022|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400023|CAMISETA RIB|"""Camiseta de cuello subido y manga corta."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|795
400024|BODY CANALÉ|"""Body de cuello redondo y manga corta. Cierre en bajo con botones a presion."""|False|||1595
400025|BODY CANALÉ|"""Body de cuello subido y manga larga. Cierre en bajo con botones a presion."""|False|||1295
400026|BODY HOMBRERAS|"""Body de escote pico. Manga larga con hombreras. Cierre en bajo con botones a presion."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1795
400027|BODY HALTER|"""Body de cuello subido con manga sisa. Cierre en bajo con botones a presion."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1595
400028|BODY ESCOTE CORAZÓN|"""Body de escote corazon y manga larga. Cierre en bajo con botones a presion."""|False|||1795
400029|BODY CANALÉ BOTONES|"""Body de cuello redondo y manga larga. Botones tipo polo en delantero. Cierre en bajo con botones a presion."""|False|||1795
400030|BODY ENCAJE|"""Body de cuello subido y manga sisa. Cierre en bajo con botones a presion."""|False|||1595
400031|BODY ENCAJE|"""Body de cuello subido y manga sisa. Cierre en bajo con botones a presion."""|False|||1595
400032|BODY ENCAJE|"""Body de cuello subido y manga sisa. Cierre en bajo con botones a presion."""|False|||1595
400033|BODY CANALÉ BOTONES|"""Body de cuello redondo y manga larga. Botones tipo polo en delantero. Cierre en bajo con botones a presion."""|False|||1795
400034|BODY CANALÉ BOTONES|"""Body de cuello redondo y manga larga. Botones tipo polo en delantero. Cierre en bajo con botones a presion."""|False|||1795
400035|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400036|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400037|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400038|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400039|CAMISETA SNAPS|"""Camiseta de cuello redondo y manga larga. Botones a presion tipo polo."""|True|JOIN LIFE Care for fiber: al menos 90% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1295
400040|CAMISETA RIB VOLANTES|"""Camiseta de cuello redondo y manga larga con volantes en hombrera."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|995
400041|CAMISETA RIB VOLANTES|"""Camiseta de cuello redondo y manga larga con volantes en hombrera."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|995
400042|CAMISETA RIB VOLANTES|"""Camiseta de cuello redondo y manga larga con volantes en hombrera."""|True|JOIN LIFE Care for fiber: al menos 95% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|995
400043|CHAQUETA CROPPED|"""Chaqueta corta de cuello redondo y manga larga. Detalle tejido tacto suave. Cierre frontal con botones."""|False|||599
400044|CHAQUETA CROPPED|"""Chaqueta corta de cuello redondo y manga larga. Detalle tejido tacto suave. Cierre frontal con botones."""|False|||599
400045|CUERPO CANALÉ TACTO SUAVE|"""Cuerpo de cuello redondo y manga larga. Tejido tacto suave. Detalle de costuras marcadas."""|False|||1295
400046|CUERPO CANALÉ TACTO SUAVE|"""Cuerpo de cuello redondo y manga larga. Tejido tacto suave. Detalle de costuras marcadas."""|False|||1295
400047|CUERPO CANALÉ TACTO SUAVE|"""Cuerpo de cuello redondo y manga larga. Tejido tacto suave. Detalle de costuras marcadas."""|False|||1295
400048|CAMISETA UNISEX COLABORACIÓN COCO CAPITAN|"""Camiseta unisex de cuello redondo y manga larga. Detalle de parche combinado a contraste en bajo delantero.<br/><br/>Colaboracion con la artista Coco Capitan. La coleccion unisex «green house is Green» es parte de un poema en el que narra un sueño, donde vivia en una casa rodeada de naturaleza."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1995
400049|CAMISETA UNISEX COLABORACIÓN COCO CAPITÁN|"""Camiseta unisex de cuello redondo y manga corta. Detalle de parche en delantero y texto en espalda combinados a contraste.<br/><br/>Colaboracion con la artista Coco Capitan. La coleccion unisex «green house is Green» es parte de un poema en el que narra un sueño, donde vivia en una casa rodeada de naturaleza."""|True|JOIN LIFE Care for fiber: al menos 75% algodon organico & 15% algodon reciclado.|"""El algodon organico se cultiva con fertilizantes y pesticidas naturales y evita el uso de semillas modificadas geneticamente. El algodon reciclado se produce a partir del residuo de algodon de otras producciones, reduciendo el consumo de algodon virgen y los procesos de obtencion de la fibra."""|1595
400050|CAMISETA UNISEX COLABORACIÓN COCO CAPITÁN|"""Camiseta unisex de cuello redondo y manga corta. Detalle de parche en delantero y texto en espalda combinados a contraste.<br/><br/>Colaboracion con la artista Coco Capitan. La coleccion unisex «green house is Green» es parte de un poema en el que narra un sueño, donde vivia en una casa rodeada de naturaleza."""|True|JOIN LIFE Care for fiber: al menos 75% algodon organico & 15% algodon reciclado.|"""El algodon organico se cultiva con fertilizantes y pesticidas naturales y evita el uso de semillas modificadas geneticamente. El algodon reciclado se produce a partir del residuo de algodon de otras producciones, reduciendo el consumo de algodon virgen y los procesos de obtencion de la fibra."""|1595
400051|CAMISETA UNISEX COLABORACIÓN COCO CAPITAN|"""Camiseta unisex de cuello redondo y manga larga. Detalle de parche combinado a contraste en bajo delantero.<br/><br/>Colaboracion con la artista Coco Capitan. La coleccion unisex «green house is Green» es parte de un poema en el que narra un sueño, donde vivia en una casa rodeada de naturaleza."""|True|JOIN LIFE Care for fiber: al menos 50% algodon organico.|"""Algodon cultivado utilizando fertilizantes y pesticidas naturales. Ademas, en su cultivo no se utilizan semillas modificadas geneticamente, lo que ayuda a conservar la biodiversidad de las semillas y la fertilidad del suelo."""|1995
400052|CAMISETA UNISEX COLABORACIÓN COCO CAPITÁN|"""Camiseta unisex de cuello redondo y manga corta. Detalle de parche en delantero y texto en espalda combinados a contraste.<br/><br/>Colaboracion con la artista Coco Capitan. La coleccion unisex «green house is Green» es parte de un poema en el que narra un sueño, donde vivia en una casa rodeada de naturaleza."""|True|JOIN LIFE Care for fiber: al menos 75% algodon organico & 15% algodon reciclado.|"""El algodon organico se cultiva con fertilizantes y pesticidas naturales y evita el uso de semillas modificadas geneticamente. El algodon reciclado se produce a partir del residuo de algodon de otras producciones, reduciendo el consumo de algodon virgen y los procesos de obtencion de la fibra."""|1595
400053|CUERPO CROPPED|"""Cuerpo de cuello redondo manga larga."""|False|||1595
400054|CUERPO CROPPED|"""Cuerpo de cuello redondo manga larga."""|False|||1595
400055|CUERPO CROPPED|"""Cuerpo de cuello redondo manga larga."""|False|||1595
400056|CAMISETA RAYAS|"""Camiseta de cuello redondo y manga larga."""|False|||1795
400057|BODY CANALÉ|"""Body de cuello redondo y manga larga. Cierre en bajo con botones a presion."""|False|||995
400058|BODY CANALÉ|"""Body de cuello redondo y manga larga. Cierre en bajo con botones a presion."""|False|||995
400059|BODY CANALÉ|"""Body de cuello redondo y manga larga. Cierre en bajo con botones a presion."""|False|||995
500000|PANTALÓN TIRO ALTO CINTURÓN|"""Pantalon de tiro alto. Bolsillos delanteros y falsos bolsillos de doble vivo en espalda. Aplicacion cinturon del mismo tejido con hebilla forrada. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||1599
500001|PANTALÓN CULOTTE|"""Pantalon de tiro alto. Detalle de cinturon combinado a tono con hebilla forrada. Pernera ancha. Cierre en lateral con cremallera oculta en costura."""|False|||1599
500002|PANTALÓN BAGGY EFECTO PIEL|"""Pantalon de tiro alto con cintura elastica y frunces. Bolsillos delanteros y bolsillos de plastron en espalda. Cierre frontal con cremallera y boton."""|False|||1599
500003|PANTALÓN ANCHO FULL LENGTH|"""Pantalon de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Pernera ancha. Detalle de pliegues en delantero. Cierre frontal con cremallera y gancho metalico.<br/>"""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1299
500004|JOGGING PUNTO|"""Jogging de tiro alto con cintura elastica ajustable con cordon. Bolsillos delanteros. Bajo acabado en puño elastico."""|False|||1299
500005|JOGGING PUNTO|"""Jogging de tiro alto con cintura elastica ajustable con cordon. Bolsillos delanteros. Bajo acabado en puño elastico."""|False|||1299
500006|PANTALÓN ANCHO FULL LENGTH|"""Pantalon de tiro alto. Bolsillos laterales y falsos bolsillos de vivo en espalda. Pernera ancha. Detalle de pliegues en delantero. Cierre frontal con cremallera y gancho metalico.<br/>"""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1299
500007|PANTALÓN EFECTO PIEL|"""Pantalon de tiro alto. Bolsillos laterales y de vivo en espalda. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||1599
500008|PANTALÓN EFECTO PIEL|"""Pantalon de tiro alt. Detalle de costuras marcadas. Cierre frontal con cremallera y boton a presion."""|False|||1599
500009|PANTALÓN EFECTO PIEL CINTURÓN|"""Pantalon de tiro alto con cinturon. Bolsillos delanteros. Cierre frontal con cremallera y gancho metalico."""|False|||1599
500010|JOGGING PUNTO|"""Jogging de tiro alto con cintura elastica ajustable con cordon. Bolsillos delanteros. Bajo acabado en puño elastico."""|False|||1299
500011|PANTALÓN JOGGING|"""The Jogging In Midnight Black.<br/><br/>Pantalon de tiro alto con cintura elastica ajustable con cordones. Bolsillos laterales. Bajo acabado en puño elastico.<br/><br/>"""|True|JOIN LIFE Care for fiber: al menos 50% TENCEL™ Lyocell.|"""Esta fibra se obtiene de madera, principalmente eucalipto, de bosques gestionados de forma mas sostenible que garantiza su reforestacion. Se produce en un circuito cerrado, reutilizando el agua y mas del 99% de los quimicos y esta certificada por la EU Ecolabel."""|1599
500012|PANTALÓN CULOTTE CINTURÓN|"""Pantalon de tiro alto. Cinturon con hebilla forrada en mismo tejido. Cierre con cremallera lateral oculta en costura."""|False|||1599
500013|LEGGING SUPELÁSTICO VIVOS|"""Legging water repellent de tejido elastico confeccionado en dos direcciones. Detalle de vivos combinados a contraste. Bajo con cremallera lateral oculta en costura.Cierre frontal con cremallera termosellada."""|False|||1299
500014|PANTALÓN JOGGING|"""The Jogging In Pine Green<br/><br/>Pantalon de tiro alto con cintura elastica ajustable con cordones. Bolsillos laterales. Bajo acabado en puño elastico."""|True|JOIN LIFE Care for fiber: al menos 50% TENCEL™ Lyocell.|"""Esta fibra se obtiene de madera, principalmente eucalipto, de bosques gestionados de forma mas sostenible que garantiza su reforestacion. Se produce en un circuito cerrado, reutilizando el agua y mas del 99% de los quimicos y esta certificada por la EU Ecolabel."""|1599
500015|PANTALÓN SLOUCHY JOGGER|"""Pantalon fluido de tiro alto con cintura elastica ajustable con cordones. Bolsillos de plastron en delantero y espalda. Bajo acabado en puño elastico."""|False|||1599
500016|PANTALÓN TIRO ALTO|"""Pantalon cropped fluido con tiro alto. Cierre con cremallera lateral.<br/><br/>ALTURA MODELO: 177 CM"""|False|||1599
500017|PANTALÓN CULOTTE EFECTO PIEL|"""Pantalon de tiro alto. Detalle de costuras marcadas. Cierre lateral con cremallera oculta en costura."""|False|||1599
500018|LEGGING EFECTO PIEL|"""Legging con cintura asimetrica combinada. Bajo acabado con aberturas y cremallera. Cierre lateral con cremallera oculta en costura."""|False|||1299
500019|FALDA MINI EFECTO PIEL|"""Falda mini de tiro alto. Bolsillos delanteros. Detalle de costuras marcadas. Cierre delantero con cremallera oculta por solapa."""|False|||999
500020|PANTALÓN CULOTTE EFECTO PIEL|"""Pantalon de tiro alto. Detalle de costuras marcadas. Cierre lateral con cremallera oculta en costura."""|False|||1599
500021|PANTALÓN DOBLE TELA CHINO FIT|"""Pantalon de tiro medio. Bolsillo delanteros y falsos bolsillos de vivo en espalda. Bajo con aberturas laterales interiores. Cierre con cremallera, boton y gancho metalico.<br/>"""|False|||1599
500022|PANTALÓN JOGGING|"""The Jogging In Dusty Mint.<br/><br/>Pantalon fluido de tiro alto con cintura elastica ajustable con cordones. Bolsillos laterales y falsos bolsillos de vivo en espalda. Bajo acabado en puño elastico."""|True|JOIN LIFE Care for fiber: 100% TENCEL™ Lyocell.|"""Esta fibra se obtiene de madera, principalmente eucalipto, de bosques gestionados de forma mas sostenible que garantiza su reforestacion. Se produce en un circuito cerrado, reutilizando el agua y mas del 99% de los quimicos y esta certificada por la EU Ecolabel."""|1599
500023|PANTALÓN JOGGING|"""Pantalon de tiro alto con cintura elastica. Bolsillos laterales y falso bolsillo de vivo en espalda.  <br/><br/>ALTURA MODELO: 177 CM"""|False|||1299
500024|PANTALÓN CULOTTE CINTURÓN|"""Pantalon de tiro alto. Cinturon con hebilla forrada en mismo tejido. Cierre con cremallera lateral oculta en costura."""|False|||1599
500025|PANTALÓN TRAJE ESTRUCTURA|"""Pantalon de tiro medio con bolsillos delanteros y falsos bolsillos de doble vivo en espalda. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||999
500026|PANTALÓN TRAJE CUADROS|"""Pantalon de tiro medio con bolsillos delanteros y falsos bolsillos de vivo en espalda. Bajo con aberturas laterales. Cierre frontal con cremallera, boton interior y gancho metalico."""|True|JOIN LIFE Care for fiber: al menos 50% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|999
500027|PANTALÓN CINTURÓN RAFIA|"""Pantalon de tiro alto con cintura elastica. Bolsillos delanteros y falso bolsillo de vivo en espalda. Detalle de cinturon con hebilla combinado a contraste."""|False|||1599
500028|PANTALÓN ZW JOGGING|"""The Jogging In Dover Satin<br/><br/>Pantalon de tiro medio con cintura elastica y cordones ajustables. Bolsillos laterales. Bajo acabado en puño elastico.<br/><br/>ALTURA MODELO: 177 CM"""|True|JOIN LIFE Care for fiber: al menos 30% TENCEL™ Lyocell.|"""Esta fibra se obtiene de madera, principalmente eucalipto, de bosques gestionados de forma mas sostenible que garantiza su reforestacion. Se produce en un circuito cerrado, reutilizando el agua y mas del 99% de los quimicos y esta certificada por la EU Ecolabel."""|1599
500029|PANTALÓN TIRO ALTO CINTURÓN|"""Pantalon de tiro alto. Bolsillos delanteros y falsos bolsillos de doble vivo en espalda. Aplicacion cinturon del mismo tejido con hebilla forrada. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||1599
500030|PANTALÓN TIRO ALTO CINTURÓN|"""Pantalon de tiro alto. Bolsillos delanteros y falsos bolsillos de doble vivo en espalda. Aplicacion cinturon del mismo tejido con hebilla forrada. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||1599
500031|PANTALÓN TIRO ALTO CINTURÓN|"""Pantalon de tiro alto. Bolsillos delanteros y falsos bolsillos de doble vivo en espalda. Aplicacion cinturon del mismo tejido con hebilla forrada. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||1599
500032|PANTALÓN PITILLO CUADROS|"""Pantalon de tiro medio con bolsillos delanteros y falso bolsillo de vivo en espalda. Cierre frontal con cremallera, boton interior y gancho metalico."""|False|||1299
500033|PANTALÓN PITILLO|"""Pantalon de tiro medio. Cintura con elastico en espalda. Bolsillos laterales con falsos bolsillos de vivo en espalda. Bajo acabado con abertura. Cierre delantero con cremallera y gancho metalico. <br/><br/>ALTURA MODELO: 177 CM"""|True|JOIN LIFE Care for fiber: al menos 25% poliester reciclado.|"""Esta fibra se obtiene a partir del reciclaje de plastico PET, como el de las botellas de agua. Transformando este residuo en un nuevo recurso reducimos la produccion de materia prima virgen y el consumo de agua, energia y recursos naturales."""|1299
500034|PANTALÓN CINTURÓN RAFIA|"""Pantalon de tiro alto con cintura elastica. Bolsillos delanteros y falso bolsillo de vivo en espalda. Detalle de cinturon con hebilla combinado a contraste."""|False|||1599
500035|PANTALÓN ESTAMPADO|"""Pantalon de tiro alto. Cintura elastica ajustable con cordones. Bolsillos de plastron laterales. Bajo acabado en puño elastico."""|False|||1599
500036|PANTALÓN GARDEN|"""The Garden Pant In Grey.<br/><br/>Pantalon de tiro alto con bolsillos de plastron en delantero y espalda. Cierre frontal con cremallera y boton metalico."""|False|||1599
500037|PANTALÓN ANCHO PLIEGUES|"""Pantalon de tiro bajo. Bolsillos laterales y falsos bolsillos de vivo en espalda. Pernera ancha. Detalle de pliegues en delantero. Cierre frontal con cremallera y boton."""|False|||1299
